total_points,hp,attack,defense,sp_attack,sp_defense,speed
266.0,31.0,45.0,90.0,30.0,30.0,40.0
456.0,61.0,90.0,45.0,50.0,50.0,160.0
236.0,1.0,90.0,45.0,30.0,30.0,40.0
240.0,64.0,51.0,23.0,51.0,23.0,28.0
360.0,84.0,71.0,43.0,71.0,43.0,48.0
490.0,104.0,91.0,63.0,91.0,73.0,68.0
237.0,72.0,60.0,30.0,20.0,30.0,25.0
474.0,144.0,120.0,60.0,40.0,60.0,50.0
190.0,50.0,20.0,40.0,20.0,40.0,20.0
375.0,30.0,45.0,135.0,45.0,90.0,30.0
260.0,50.0,45.0,45.0,35.0,35.0,50.0
400.0,70.0,65.0,65.0,55.0,55.0,90.0
380.0,50.0,75.0,75.0,65.0,65.0,50.0
480.0,50.0,85.0,125.0,85.0,115.0,20.0
380.0,50.0,85.0,85.0,55.0,55.0,50.0
480.0,50.0,105.0,125.0,55.0,95.0,50.0
330.0,50.0,70.0,100.0,40.0,40.0,30.0
430.0,60.0,90.0,140.0,50.0,50.0,40.0
530.0,70.0,110.0,180.0,60.0,60.0,50.0
630.0,70.0,140.0,230.0,60.0,80.0,50.0
280.0,30.0,40.0,55.0,40.0,55.0,60.0
410.0,60.0,60.0,75.0,60.0,75.0,80.0
510.0,60.0,100.0,85.0,80.0,85.0,100.0
295.0,40.0,45.0,40.0,65.0,40.0,65.0
475.0,70.0,75.0,60.0,105.0,60.0,105.0
575.0,70.0,75.0,80.0,135.0,80.0,135.0
405.0,60.0,50.0,40.0,85.0,75.0,95.0
405.0,60.0,40.0,50.0,75.0,85.0,95.0
430.0,65.0,73.0,75.0,47.0,85.0,85.0
430.0,65.0,47.0,75.0,73.0,85.0,85.0
400.0,50.0,60.0,45.0,100.0,80.0,65.0
302.0,70.0,43.0,53.0,43.0,53.0,40.0
467.0,100.0,73.0,83.0,73.0,83.0,55.0
305.0,45.0,90.0,20.0,65.0,20.0,65.0
460.0,70.0,120.0,40.0,95.0,40.0,95.0
560.0,70.0,140.0,70.0,110.0,65.0,105.0
400.0,130.0,70.0,35.0,70.0,35.0,60.0
500.0,170.0,90.0,45.0,90.0,45.0,60.0
305.0,60.0,60.0,40.0,65.0,45.0,35.0
460.0,70.0,100.0,70.0,105.0,75.0,40.0
560.0,70.0,120.0,100.0,145.0,105.0,20.0
470.0,70.0,85.0,140.0,85.0,70.0,20.0
330.0,60.0,25.0,35.0,70.0,80.0,60.0
470.0,80.0,45.0,65.0,90.0,110.0,80.0
360.0,60.0,60.0,60.0,60.0,60.0,60.0
290.0,45.0,100.0,45.0,45.0,45.0,10.0
340.0,50.0,70.0,50.0,50.0,50.0,70.0
520.0,80.0,100.0,80.0,80.0,80.0,100.0
335.0,50.0,85.0,40.0,85.0,40.0,35.0
475.0,70.0,115.0,60.0,115.0,60.0,55.0
310.0,45.0,40.0,60.0,40.0,75.0,50.0
490.0,75.0,70.0,90.0,70.0,105.0,80.0
590.0,75.0,110.0,110.0,110.0,105.0,80.0
458.0,73.0,115.0,60.0,60.0,60.0,90.0
458.0,73.0,100.0,60.0,100.0,60.0,65.0
460.0,90.0,55.0,65.0,95.0,85.0,70.0
460.0,90.0,95.0,85.0,55.0,65.0,70.0
288.0,50.0,48.0,43.0,46.0,41.0,60.0
468.0,110.0,78.0,73.0,76.0,71.0,60.0
308.0,43.0,80.0,65.0,50.0,35.0,35.0
468.0,63.0,120.0,85.0,90.0,55.0,55.0
300.0,40.0,40.0,55.0,40.0,70.0,55.0
500.0,60.0,70.0,105.0,70.0,120.0,75.0
355.0,66.0,41.0,77.0,61.0,87.0,23.0
495.0,86.0,81.0,97.0,81.0,107.0,43.0
355.0,45.0,95.0,50.0,40.0,50.0,75.0
495.0,75.0,125.0,100.0,70.0,80.0,45.0
200.0,20.0,15.0,20.0,10.0,55.0,80.0
540.0,95.0,60.0,79.0,100.0,125.0,81.0
420.0,70.0,70.0,70.0,70.0,70.0,70.0
420.0,70.0,70.0,70.0,70.0,70.0,70.0
420.0,70.0,70.0,70.0,70.0,70.0,70.0
420.0,70.0,70.0,70.0,70.0,70.0,70.0
440.0,60.0,90.0,70.0,60.0,120.0,40.0
295.0,44.0,75.0,35.0,63.0,33.0,45.0
455.0,64.0,115.0,65.0,83.0,63.0,65.0
555.0,64.0,165.0,75.0,93.0,83.0,75.0
295.0,20.0,40.0,90.0,30.0,90.0,25.0
455.0,40.0,70.0,130.0,60.0,130.0,25.0
460.0,99.0,68.0,83.0,72.0,87.0,51.0
455.0,75.0,50.0,80.0,95.0,90.0,65.0
465.0,65.0,130.0,60.0,75.0,60.0,75.0
565.0,65.0,150.0,60.0,115.0,60.0,115.0
260.0,95.0,23.0,48.0,23.0,48.0,23.0
300.0,50.0,50.0,50.0,50.0,50.0,50.0
480.0,80.0,80.0,80.0,80.0,80.0,80.0
580.0,80.0,120.0,80.0,120.0,80.0,100.0
290.0,70.0,40.0,50.0,55.0,50.0,25.0
410.0,90.0,60.0,70.0,75.0,70.0,45.0
530.0,110.0,80.0,90.0,95.0,90.0,65.0
345.0,35.0,64.0,85.0,74.0,55.0,32.0
485.0,55.0,104.0,105.0,94.0,75.0,52.0
485.0,55.0,84.0,105.0,114.0,75.0,52.0
485.0,100.0,90.0,130.0,45.0,65.0,55.0
330.0,43.0,30.0,55.0,40.0,65.0,97.0
300.0,45.0,75.0,60.0,40.0,30.0,50.0
420.0,65.0,95.0,100.0,60.0,50.0,50.0
600.0,95.0,135.0,80.0,110.0,80.0,100.0
700.0,95.0,145.0,130.0,120.0,90.0,120.0
300.0,40.0,55.0,80.0,35.0,60.0,30.0
420.0,60.0,75.0,100.0,55.0,80.0,50.0
600.0,80.0,135.0,130.0,95.0,90.0,70.0
700.0,80.0,145.0,150.0,105.0,110.0,110.0
580.0,80.0,100.0,200.0,50.0,100.0,50.0
580.0,80.0,50.0,100.0,100.0,200.0,50.0
580.0,80.0,75.0,150.0,75.0,150.0,50.0
600.0,80.0,80.0,90.0,110.0,130.0,110.0
700.0,80.0,100.0,120.0,140.0,150.0,110.0
600.0,80.0,90.0,80.0,130.0,110.0,110.0
700.0,80.0,130.0,100.0,160.0,120.0,110.0
670.0,100.0,100.0,90.0,150.0,140.0,90.0
770.0,100.0,150.0,90.0,180.0,160.0,90.0
670.0,100.0,150.0,140.0,100.0,90.0,90.0
770.0,100.0,180.0,160.0,150.0,90.0,90.0
680.0,105.0,150.0,90.0,150.0,90.0,95.0
780.0,105.0,180.0,100.0,180.0,100.0,115.0
600.0,100.0,100.0,100.0,100.0,100.0,100.0
600.0,50.0,150.0,50.0,150.0,50.0,150.0
600.0,50.0,180.0,20.0,180.0,20.0,150.0
600.0,50.0,70.0,160.0,70.0,160.0,90.0
600.0,50.0,95.0,90.0,95.0,90.0,180.0
318.0,55.0,68.0,64.0,45.0,55.0,31.0
405.0,75.0,89.0,85.0,55.0,65.0,36.0
525.0,95.0,109.0,105.0,75.0,85.0,56.0
309.0,44.0,58.0,44.0,58.0,44.0,61.0
405.0,64.0,78.0,52.0,78.0,52.0,81.0
534.0,76.0,104.0,71.0,104.0,71.0,108.0
314.0,53.0,51.0,53.0,61.0,56.0,40.0
405.0,64.0,66.0,68.0,81.0,76.0,50.0
530.0,84.0,86.0,88.0,111.0,101.0,60.0
245.0,40.0,55.0,30.0,30.0,30.0,60.0
340.0,55.0,75.0,50.0,40.0,40.0,80.0
485.0,85.0,120.0,70.0,50.0,60.0,100.0
250.0,59.0,45.0,40.0,35.0,40.0,31.0
410.0,79.0,85.0,60.0,55.0,60.0,71.0
194.0,37.0,25.0,41.0,25.0,41.0,25.0
384.0,77.0,85.0,51.0,55.0,51.0,65.0
263.0,45.0,65.0,34.0,40.0,34.0,45.0
363.0,60.0,85.0,49.0,60.0,49.0,60.0
523.0,80.0,120.0,79.0,95.0,79.0,70.0
280.0,40.0,30.0,35.0,50.0,70.0,55.0
515.0,60.0,70.0,65.0,125.0,105.0,90.0
350.0,67.0,125.0,40.0,30.0,30.0,58.0
495.0,97.0,165.0,60.0,65.0,50.0,58.0
350.0,30.0,42.0,118.0,42.0,88.0,30.0
495.0,60.0,52.0,168.0,47.0,138.0,30.0
224.0,40.0,29.0,45.0,29.0,45.0,36.0
424.0,60.0,59.0,85.0,79.0,105.0,36.0
424.0,60.0,79.0,105.0,59.0,85.0,36.0
424.0,60.0,69.0,95.0,69.0,95.0,36.0
424.0,70.0,94.0,50.0,94.0,50.0,66.0
244.0,30.0,30.0,42.0,30.0,42.0,70.0
474.0,70.0,80.0,102.0,80.0,102.0,40.0
405.0,60.0,45.0,70.0,45.0,90.0,95.0
330.0,55.0,65.0,35.0,60.0,30.0,85.0
495.0,85.0,105.0,55.0,85.0,50.0,115.0
275.0,45.0,35.0,45.0,62.0,53.0,35.0
450.0,70.0,60.0,70.0,87.0,78.0,85.0
325.0,76.0,48.0,48.0,57.0,62.0,34.0
475.0,111.0,83.0,68.0,92.0,82.0,39.0
482.0,75.0,100.0,66.0,60.0,66.0,115.0
348.0,90.0,50.0,34.0,60.0,44.0,70.0
498.0,150.0,80.0,44.0,90.0,54.0,80.0
350.0,55.0,66.0,44.0,44.0,56.0,85.0
480.0,65.0,76.0,84.0,54.0,96.0,105.0
580.0,65.0,136.0,94.0,54.0,96.0,135.0
495.0,60.0,60.0,60.0,105.0,105.0,105.0
505.0,100.0,125.0,52.0,105.0,52.0,71.0
310.0,49.0,55.0,42.0,42.0,37.0,85.0
452.0,71.0,82.0,64.0,64.0,59.0,112.0
285.0,45.0,30.0,50.0,65.0,50.0,45.0
329.0,63.0,63.0,47.0,41.0,41.0,74.0
479.0,103.0,93.0,67.0,71.0,61.0,84.0
300.0,57.0,24.0,86.0,24.0,86.0,23.0
500.0,67.0,89.0,116.0,79.0,116.0,33.0
290.0,50.0,80.0,95.0,10.0,45.0,10.0
310.0,20.0,25.0,45.0,70.0,90.0,60.0
220.0,100.0,5.0,5.0,15.0,65.0,30.0
411.0,76.0,65.0,45.0,92.0,42.0,91.0
485.0,50.0,92.0,108.0,92.0,108.0,35.0
300.0,58.0,70.0,45.0,40.0,45.0,42.0
410.0,68.0,90.0,65.0,50.0,55.0,82.0
600.0,108.0,130.0,95.0,80.0,85.0,102.0
700.0,108.0,170.0,115.0,120.0,95.0,92.0
390.0,135.0,85.0,40.0,40.0,85.0,5.0
285.0,40.0,70.0,40.0,35.0,40.0,60.0
525.0,70.0,110.0,70.0,115.0,70.0,90.0
625.0,70.0,145.0,88.0,140.0,70.0,112.0
330.0,68.0,72.0,78.0,38.0,42.0,32.0
525.0,108.0,112.0,118.0,68.0,72.0,47.0
330.0,40.0,50.0,90.0,30.0,55.0,65.0
500.0,70.0,90.0,110.0,60.0,75.0,95.0
300.0,48.0,61.0,40.0,61.0,40.0,50.0
490.0,83.0,106.0,65.0,86.0,65.0,85.0
454.0,74.0,100.0,72.0,90.0,72.0,46.0
330.0,49.0,49.0,56.0,49.0,61.0,66.0
460.0,69.0,69.0,76.0,69.0,86.0,91.0
345.0,45.0,20.0,50.0,60.0,120.0,50.0
334.0,60.0,62.0,50.0,62.0,60.0,40.0
494.0,90.0,92.0,75.0,92.0,85.0,60.0
594.0,90.0,132.0,105.0,132.0,105.0,30.0
510.0,70.0,120.0,65.0,45.0,85.0,125.0
535.0,70.0,70.0,115.0,130.0,90.0,60.0
515.0,110.0,85.0,95.0,80.0,95.0,50.0
535.0,115.0,140.0,130.0,55.0,55.0,40.0
535.0,100.0,100.0,125.0,110.0,50.0,50.0
540.0,75.0,123.0,67.0,95.0,85.0,95.0
540.0,75.0,95.0,67.0,125.0,95.0,83.0
545.0,85.0,50.0,95.0,120.0,115.0,80.0
515.0,86.0,76.0,86.0,116.0,56.0,95.0
525.0,65.0,110.0,130.0,60.0,65.0,95.0
525.0,65.0,60.0,110.0,130.0,95.0,65.0
510.0,75.0,95.0,125.0,45.0,75.0,95.0
530.0,110.0,130.0,80.0,70.0,60.0,80.0
535.0,85.0,80.0,70.0,135.0,75.0,90.0
518.0,68.0,125.0,65.0,65.0,115.0,80.0
618.0,68.0,165.0,95.0,65.0,115.0,110.0
525.0,60.0,55.0,145.0,75.0,150.0,40.0
525.0,45.0,100.0,135.0,65.0,135.0,45.0
480.0,70.0,80.0,70.0,80.0,70.0,110.0
440.0,50.0,50.0,77.0,95.0,77.0,91.0
520.0,50.0,65.0,107.0,105.0,107.0,86.0
520.0,50.0,65.0,107.0,105.0,107.0,86.0
520.0,50.0,65.0,107.0,105.0,107.0,86.0
520.0,50.0,65.0,107.0,105.0,107.0,86.0
520.0,50.0,65.0,107.0,105.0,107.0,86.0
580.0,75.0,75.0,130.0,75.0,130.0,95.0
580.0,80.0,105.0,105.0,105.0,105.0,80.0
580.0,75.0,125.0,70.0,125.0,70.0,115.0
680.0,100.0,120.0,120.0,150.0,100.0,90.0
680.0,90.0,120.0,100.0,150.0,120.0,100.0
600.0,91.0,90.0,106.0,130.0,106.0,77.0
670.0,110.0,160.0,110.0,80.0,110.0,100.0
680.0,150.0,100.0,120.0,100.0,120.0,90.0
680.0,150.0,120.0,100.0,120.0,100.0,90.0
600.0,120.0,70.0,120.0,75.0,130.0,85.0
480.0,80.0,80.0,80.0,80.0,80.0,80.0
600.0,100.0,100.0,100.0,100.0,100.0,100.0
600.0,70.0,90.0,90.0,135.0,90.0,125.0
600.0,100.0,100.0,100.0,100.0,100.0,100.0
600.0,100.0,103.0,75.0,120.0,75.0,127.0
720.0,120.0,120.0,120.0,120.0,120.0,120.0
600.0,100.0,100.0,100.0,100.0,100.0,100.0
308.0,45.0,45.0,55.0,45.0,55.0,63.0
413.0,60.0,60.0,75.0,60.0,75.0,83.0
528.0,75.0,75.0,95.0,75.0,95.0,113.0
308.0,65.0,63.0,45.0,45.0,45.0,45.0
418.0,90.0,93.0,55.0,70.0,55.0,55.0
528.0,110.0,123.0,65.0,100.0,65.0,65.0
308.0,55.0,55.0,45.0,63.0,45.0,45.0
413.0,75.0,75.0,60.0,83.0,60.0,60.0
528.0,95.0,100.0,85.0,108.0,70.0,70.0
255.0,45.0,55.0,39.0,35.0,39.0,42.0
420.0,60.0,85.0,69.0,60.0,69.0,77.0
275.0,45.0,60.0,45.0,25.0,45.0,55.0
370.0,65.0,80.0,65.0,35.0,65.0,60.0
500.0,85.0,110.0,90.0,45.0,90.0,80.0
281.0,41.0,50.0,37.0,50.0,37.0,66.0
446.0,64.0,88.0,50.0,88.0,50.0,106.0
316.0,50.0,53.0,48.0,53.0,48.0,64.0
498.0,75.0,98.0,63.0,98.0,63.0,101.0
316.0,50.0,53.0,48.0,53.0,48.0,64.0
498.0,75.0,98.0,63.0,98.0,63.0,101.0
316.0,50.0,53.0,48.0,53.0,48.0,64.0
498.0,75.0,98.0,63.0,98.0,63.0,101.0
292.0,76.0,25.0,45.0,67.0,55.0,24.0
487.0,116.0,55.0,85.0,107.0,95.0,29.0
264.0,50.0,55.0,50.0,36.0,30.0,43.0
358.0,62.0,77.0,62.0,50.0,42.0,65.0
488.0,80.0,115.0,80.0,65.0,55.0,93.0
295.0,45.0,60.0,32.0,50.0,32.0,76.0
497.0,75.0,100.0,63.0,80.0,63.0,116.0
280.0,55.0,75.0,85.0,25.0,25.0,15.0
390.0,70.0,105.0,105.0,50.0,40.0,20.0
515.0,85.0,135.0,130.0,60.0,80.0,25.0
323.0,65.0,45.0,43.0,55.0,43.0,72.0
425.0,67.0,57.0,55.0,77.0,55.0,114.0
328.0,60.0,85.0,40.0,30.0,45.0,68.0
508.0,110.0,135.0,60.0,50.0,65.0,88.0
445.0,103.0,60.0,86.0,60.0,86.0,50.0
545.0,103.0,60.0,126.0,80.0,126.0,50.0
305.0,75.0,80.0,55.0,25.0,35.0,35.0
405.0,85.0,105.0,85.0,40.0,50.0,40.0
505.0,105.0,140.0,95.0,55.0,65.0,45.0
294.0,50.0,50.0,40.0,50.0,40.0,64.0
384.0,75.0,65.0,55.0,65.0,55.0,69.0
509.0,105.0,95.0,75.0,85.0,75.0,74.0
465.0,120.0,100.0,85.0,30.0,85.0,45.0
465.0,75.0,125.0,75.0,30.0,75.0,85.0
310.0,45.0,53.0,70.0,40.0,60.0,42.0
380.0,55.0,63.0,90.0,50.0,80.0,42.0
500.0,75.0,103.0,80.0,70.0,80.0,92.0
260.0,30.0,45.0,59.0,30.0,39.0,57.0
360.0,40.0,55.0,99.0,40.0,79.0,47.0
485.0,60.0,100.0,89.0,55.0,69.0,112.0
280.0,40.0,27.0,60.0,37.0,50.0,66.0
480.0,60.0,67.0,85.0,77.0,75.0,116.0
280.0,45.0,35.0,50.0,70.0,50.0,30.0
480.0,70.0,60.0,75.0,110.0,75.0,90.0
460.0,70.0,92.0,65.0,80.0,55.0,98.0
460.0,70.0,92.0,65.0,80.0,55.0,98.0
292.0,50.0,72.0,35.0,35.0,35.0,65.0
351.0,60.0,82.0,45.0,45.0,45.0,74.0
519.0,95.0,117.0,80.0,65.0,70.0,92.0
315.0,70.0,90.0,45.0,15.0,45.0,50.0
315.0,70.0,90.0,45.0,15.0,45.0,50.0
480.0,105.0,140.0,55.0,30.0,55.0,95.0
540.0,105.0,30.0,105.0,140.0,105.0,55.0
480.0,105.0,140.0,55.0,30.0,55.0,95.0
540.0,105.0,160.0,55.0,30.0,55.0,135.0
461.0,75.0,86.0,67.0,106.0,67.0,60.0
325.0,50.0,65.0,85.0,35.0,35.0,55.0
485.0,70.0,105.0,125.0,65.0,75.0,45.0
348.0,50.0,75.0,70.0,35.0,70.0,48.0
488.0,65.0,90.0,115.0,45.0,115.0,58.0
490.0,72.0,58.0,80.0,103.0,80.0,97.0
303.0,38.0,30.0,85.0,55.0,65.0,30.0
303.0,38.0,55.0,85.0,30.0,65.0,30.0
483.0,58.0,50.0,145.0,95.0,105.0,30.0
355.0,54.0,78.0,103.0,53.0,45.0,22.0
495.0,74.0,108.0,133.0,83.0,65.0,32.0
401.0,55.0,112.0,45.0,74.0,45.0,70.0
567.0,75.0,140.0,65.0,112.0,65.0,110.0
329.0,50.0,50.0,62.0,40.0,62.0,65.0
474.0,80.0,95.0,82.0,60.0,82.0,75.0
330.0,40.0,65.0,40.0,80.0,40.0,65.0
510.0,60.0,105.0,60.0,120.0,60.0,105.0
300.0,55.0,50.0,40.0,40.0,40.0,75.0
470.0,75.0,95.0,60.0,65.0,60.0,115.0
290.0,45.0,30.0,50.0,55.0,65.0,45.0
390.0,60.0,45.0,70.0,75.0,85.0,55.0
490.0,70.0,55.0,95.0,95.0,110.0,65.0
290.0,45.0,30.0,40.0,105.0,50.0,20.0
370.0,65.0,40.0,50.0,125.0,60.0,30.0
490.0,110.0,65.0,75.0,125.0,85.0,30.0
305.0,62.0,44.0,50.0,44.0,50.0,55.0
473.0,75.0,87.0,63.0,87.0,63.0,98.0
305.0,36.0,50.0,50.0,65.0,60.0,44.0
395.0,51.0,65.0,65.0,80.0,75.0,59.0
535.0,71.0,95.0,85.0,110.0,95.0,79.0
335.0,60.0,60.0,50.0,40.0,50.0,75.0
475.0,80.0,100.0,70.0,60.0,70.0,95.0
